rank,address,label,proxy_score,wallet_type,trading_signal,win_rate_pct,profit_factor,track_record_days,txn_count,total_volume_usd,avg_trade_usd,active_days,tokens_traded,dex_count,source
516,0x208ff5eb543814789321daa1b5eb551881d16b06,Dune DEX Trader #0,74.4,DEX Trader,Active Trader,57.1,2.36,179,830,2050069.29,2469.96,143,7,1,dune_dex_trades
517,0x3a00d5294446b8af67ca03892a9550349b27351d,Dune DEX Trader #0,74.4,DEX Trader,Active Trader,57.1,2.98,176,165,7697904.34,46653.97,49,9,5,dune_dex_trades
518,0x87667b62e57ced00d6901c10a4c0657ee9a13b81,Dune DEX Trader #0,74.4,DEX Trader,Active Trader,50,4.37,138,64,115698.54,1807.79,31,4,2,dune_dex_trades
519,0x16c60d3e294f609bd9aeb10f3ef4b5c901f4bd23,Dune DEX Trader #0,74.3,DEX Trader,Active Trader,75,1.03,178,3541,28783892.91,8128.75,127,15,5,dune_dex_trades
520,0x541a14efac81cb37adb57a5e75ed920edfeff596,Dune DEX Trader #0,74.3,DEX Trader,Active Trader,46.2,2.6,127,1459,4319842.72,2960.82,87,41,3,dune_dex_trades
521,0xf8b64b6015f6feb1fbe79bb512f1113e829ddd96,Dune DEX Trader #0,74.3,DEX Trader,Active Trader,70.6,1.68,179,670,5655433.53,8440.95,124,21,3,dune_dex_trades
522,0xa0cb11f83d138a0fb2d7d7b25481907f7c205eed,Dune DEX Trader #0,74.3,DEX Trader,Active Trader,50,5.56,102,35,124031.52,3543.76,22,5,3,dune_dex_trades
523,0x72f3a44c75e971d18c6368338efae6c50200ec80,Dune DEX Trader #0,74.2,DEX Trader,Active Trader,40,3.01,126,853,3358882.47,3937.73,30,6,4,dune_dex_trades
524,0xfd184b39cd9152a09c1c895cafd7efcd93dbbad1,Dune DEX Trader #0,74.2,DEX Trader,Active Trader,50,4.43,171,72,735538.38,10215.81,44,6,4,dune_dex_trades
525,0x69460570c93f9de5e2edbc3052bf10125f0ca22d,Dune DEX Trader #0,74.1,DEX Trader,Active Trader,41.2,2.67,179,3623,30694514.28,8472.13,181,40,3,dune_dex_trades
526,0x83711f3f32a191054cb7db08f2f4f53c4c534abc,Dune DEX Trader #0,74.1,DEX Trader,Active Trader,75,1.82,157,156,145500.76,932.7,20,5,2,dune_dex_trades
527,0xf27f1a691c27dbbef87422ea000067f426ebd1a1,Dune DEX Trader #0,74.1,DEX Trader,Active Trader,50,3.93,135,90,800004.59,8888.94,33,5,5,dune_dex_trades
528,0x03599a2429871e6be1b154fb9c24691f9d301865,Bithumb: Deposit Funder,74,Smart Money,Very Active Trader,,,180+ days,693694,,,,,,
529,0x49e55995ef73717895a638074de5af89fa1e301c,Dune DEX Trader #0,74.0,DEX Trader,Active Trader,61.9,1.51,179,33184,429926382.03,12955.83,181,335,10,dune_dex_trades
530,0x7ccdb15ff25dddb23dd0efc98844e07683cd8ba6,Dune DEX Trader #0,74.0,DEX Trader,Active Trader,44.4,2.45,179,22845,44651356.46,1954.54,181,11,7,dune_dex_trades
531,0x2185b2a984182413c03d931ac505e2d1fb358446,Dune DEX Trader #0,74.0,DEX Trader,Active Trader,66.7,2.44,121,163,396647.43,2433.42,46,8,6,dune_dex_trades
532,0xc8fa50efcca72ecf5f4ea7769fbd84435d82ac14,Dune DEX Trader #0,74.0,DEX Trader,Active Trader,66.7,3.69,169,96,84538.03,880.6,43,19,1,dune_dex_trades
533,0x3bc917deac2ef41353fea7f9d524dee862d27ce9,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,66.7,1.55,130,832,1390479.12,1671.25,96,3,4,dune_dex_trades
534,0xa00599107ffc6ba1a5959cb9ecda5598b828cf20,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,53.3,1.99,154,777,2366414.17,3045.58,42,110,5,dune_dex_trades
535,0x84c4c905fc18313f0a8e20855a067b7caaca5922,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,100,,178,214,552478.5,2581.68,96,10,1,dune_dex_trades
536,0x420782437cdba4ccc9286766c84de9681fa4b1be,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,75,1.64,126,179,816845.01,4563.38,36,7,6,dune_dex_trades
537,0x4e23424b3c635ec2cad284787467b1700517421d,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,75,2.04,133,178,312407.43,1755.1,59,6,4,dune_dex_trades
538,0xf93679f396d668b601453c135e4769ce965430e6,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,75,2.41,138,60,2088632.57,34810.54,32,4,3,dune_dex_trades
539,0x6f7f4b0f30a3a19e813aefcd140206d0a19c3d65,Dune DEX Trader #0,73.9,DEX Trader,Active Trader,60,3.4,171,46,56878.52,1236.49,27,6,4,dune_dex_trades
540,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,Dune DEX Trader #0,73.8,DEX Trader,Active Trader,50,2.08,179,211829,1980338171.39,9348.76,144,4,3,dune_dex_trades
541,0xecfd65e3bae3549c35403b322eab3746606dce2c,Dune DEX Trader #0,73.8,DEX Trader,Active Trader,75,1.08,128,2611,5903704.07,2261.09,68,4,2,dune_dex_trades
542,0x6c82f36a4dcf231c3eeb5183e4d1807bc6f46299,Dune DEX Trader #0,73.8,DEX Trader,Active Trader,42.9,6.37,118,96,153856.64,1602.67,45,14,3,dune_dex_trades
543,0x7869aa4a54b0de79d344d03c956c585a537d33f9,Dune DEX Trader #0,73.8,DEX Trader,Active Trader,100,,118,60,91790.02,1529.83,21,4,3,dune_dex_trades
544,0xae0cc0d6e76c2b13451ab90cd13a5fa71a5c59ba,Dune DEX Trader #0,73.7,DEX Trader,Active Trader,69.2,1.39,179,1109,1651517.08,1489.19,148,16,3,dune_dex_trades
545,0x26dad6a9e8c1ab0afe02a78ff91a46799e70bcde,Dune DEX Trader #0,73.7,DEX Trader,Active Trader,57.1,3.03,125,89,126430.33,1420.57,26,10,5,dune_dex_trades
546,0xec873d5168924918bd75070852818df2f2c86a6a,Dune DEX Trader #0,73.7,DEX Trader,Active Trader,60,3.48,164,45,132270.02,2939.33,29,5,2,dune_dex_trades
547,0xb5d4159afb5055e2eaf08562477838b3f1b00947,Dune DEX Trader #0,73.7,DEX Trader,Active Trader,75,2.51,118,39,79389.38,2035.63,22,4,4,dune_dex_trades
548,0x32f7344f1baacd9c2a023a69a9739c5fb54694f2,Dune DEX Trader #0,73.7,DEX Trader,Active Trader,83.3,2.1,146,33,47526.28,1440.19,24,7,5,dune_dex_trades
549,0xeec9b5d8fd7331fc496a33055b8a686838d5a721,Dune DEX Trader #0,73.7,DEX Trader,Active Trader,60,3.51,173,30,107089.29,3569.64,21,6,3,dune_dex_trades
550,0x9a91a09fc5af4519e0752725d8087da0d2a62981,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,51.2,2.08,147,5184,6448546.74,1243.93,120,59,6,dune_dex_trades
551,0x970df0f4bd124df46b1dee31329f7444f9e66b68,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,40,3.23,179,678,1220527.22,1800.19,106,13,2,dune_dex_trades
552,0x55f59c7874bb197a43094505ea4dd04c24dbfc25,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,50,3.54,179,281,1242346.26,4421.16,101,11,3,dune_dex_trades
553,0x811e8f6d80f38a2f0f8b606cb743a950638f0ad4,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,66.7,2.07,157,203,3572374.4,17597.9,49,8,5,dune_dex_trades
554,0x7f55de59a8604ca82cf0c34811dd1e5ef2b897c8,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,37.5,4.42,178,165,956696.73,5798.16,50,26,2,dune_dex_trades
555,0x73691cee20db22f55a6fd0d5948ab00e0fb973b1,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,75,2.52,144,135,219108.43,1623.03,92,4,8,dune_dex_trades
556,0x5bc81274740a73d33ec8539182c326b8b58004c2,Dune DEX Trader #0,73.6,DEX Trader,Active Trader,60,3.31,162,38,315113.37,8292.46,21,8,5,dune_dex_trades
557,0x67c9cc4af1bd9ec25d004d5c94d360009fab163c,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,38.9,2.68,179,3359,39279329.87,11693.76,180,20,5,dune_dex_trades
558,0xaaaaa34e4bb04f1c5f5a56d3be9e7637d309bc05,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,53.3,1.96,143,1334,28740037.43,21544.26,134,21,5,dune_dex_trades
559,0x64ddc0430eec16dbf928e985177b5a93f4cb3d27,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,77.8,1.01,178,1118,20021791.66,17908.58,146,23,5,dune_dex_trades
560,0x51cc1d9d65cdb7c8a64df748a062d50b9e0c9311,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,52.9,2.89,179,586,12261135.25,20923.44,151,20,4,dune_dex_trades
561,0xe27baebd7b14602de3797974db9f5f4f8dcb6679,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,25.6,218.98,173,229,820116.26,3581.29,48,45,7,dune_dex_trades
562,0x9572561ebe198566bba3b4e7c53f82ac27587431,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,66.7,2.64,170,178,1701792.69,9560.63,86,13,5,dune_dex_trades
563,0x0a8ffb6c18d8ada787abe504f40c7ae0639850f9,Dune DEX Trader #0,73.5,DEX Trader,Active Trader,66.7,3.37,94,57,275002.36,4824.6,39,3,2,dune_dex_trades
564,0x3d126d6b1581f7566a34bd4e912920bba41367d5,Dune DEX Trader #0,73.4,DEX Trader,Active Trader,51.4,1.94,174,5167,7757941.8,1501.44,176,211,4,dune_dex_trades
565,0xed0e217c93f8d963e65b4d854752f4ad1c7507ba,Dune DEX Trader #0,73.4,DEX Trader,Active Trader,50,3.19,140,245,719795.16,2937.94,60,4,2,dune_dex_trades
566,0x0ea8affcc3335881389175ce6869207007f744b7,Dune DEX Trader #0,73.4,DEX Trader,Active Trader,66.7,2.62,177,124,1781672.35,14368.33,61,12,4,dune_dex_trades
567,0x1ae7e5184aeaa67e1cb35d2292111cd0be69bc40,Dune DEX Trader #0,73.4,DEX Trader,Active Trader,60,2.98,145,93,2443760.32,26276.99,37,6,6,dune_dex_trades
568,0x892a3373ad84c8ea381852b56fff9dac62b90c8b,Dune DEX Trader #0,73.4,DEX Trader,Active Trader,66.7,2.51,152,65,399636.88,6148.26,26,7,4,dune_dex_trades
569,0x50d3865a63d52c0a54e4679949647ea752107390,Dune DEX Trader #0,73.3,DEX Trader,Active Trader,65.8,1.25,179,265619,2783074480.58,10477.69,181,374,14,dune_dex_trades
570,0xd226997439ecfbeff8e110c8c78c8a7eefd19f89,Dune DEX Trader #0,73.3,DEX Trader,Active Trader,58.9,1.54,179,135081,609591377.42,4512.78,181,321,16,dune_dex_trades
571,0xfc9642049d1151868e45946330215e3df3ae69c2,Dune DEX Trader #0,73.3,DEX Trader,Active Trader,71.4,1.04,179,4094,26105901.7,6376.62,172,208,13,dune_dex_trades
572,0x0d4a29333a57222a48a5042bdb9a571f82f021f5,Dune DEX Trader #0,73.3,DEX Trader,Active Trader,64.7,1.89,179,839,17953149.27,21398.27,170,21,3,dune_dex_trades
573,0xccccccf25584cafbd4d80e9464361af1e7280b44,Dune DEX Trader #0,73.3,DEX Trader,Active Trader,66.7,2.59,161,100,1858997.35,18589.97,46,6,5,dune_dex_trades
574,0xb7c2f4c212e83c9503beb0cbe53013bfbdb51f2e,Dune DEX Trader #0,73.2,DEX Trader,Active Trader,68,1.16,175,5479,61368896.58,11200.75,153,52,2,dune_dex_trades
575,0xaaa2d728b6c9b3007b580d0f4c159c76da783b50,Dune DEX Trader #0,73.2,DEX Trader,Active Trader,44.4,3.25,176,348,5072867.19,14577.2,77,14,5,dune_dex_trades
576,0xf70fe54c6523c6a8bbd05a93542536de02d6ed88,Dune DEX Trader #0,73.2,DEX Trader,Active Trader,60,3.1,166,41,331241.41,8079.06,21,6,6,dune_dex_trades
577,0x25bba698c13485cb5d532421c907c448a3ceee8c,Dune DEX Trader #0,73.1,DEX Trader,Active Trader,76.1,0.97,122,2149,19389077.28,9022.37,115,95,5,dune_dex_trades
578,0x6d37fb5342bef90c16b6f8b310991971ee573ba2,Dune DEX Trader #0,73.1,DEX Trader,Active Trader,62.5,1.63,179,1207,1442293.78,1194.94,167,11,4,dune_dex_trades
579,0xbeee82b740e01941b7b951189dd714d3c8150506,Dune DEX Trader #0,73.1,DEX Trader,Active Trader,60,2.31,178,547,11604963.96,21215.66,137,18,5,dune_dex_trades
580,0xbec69dfce4c1fa8b7843fee1ca85788d84a86b06,Dune DEX Trader #0,73.1,DEX Trader,Active Trader,60,2.61,157,142,375844.22,2646.79,44,5,2,dune_dex_trades
581,0xbe201dcb26fd0b97d2216ed064dc8097d05aff48,Dune DEX Trader #0,73.1,DEX Trader,Active Trader,62.5,4.12,175,78,76685.03,983.14,48,63,2,dune_dex_trades
582,0x7758e507850da48cd47df1fb5f875c23e3340c50,Crypto.com 4,73,Smart Money,Moderate Trader,,,180+ days,116954,,,,,,
583,0x167a9333bf582556f35bd4d16a7e80e191aa6476,Coinone,73,Smart Money,Very Active Trader,,,180+ days,1035976,,,,,,
584,0x282886d79c7495df43ad3d734b636644a0a3f320,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,72.9,1.06,128,30339,249128120.6,8211.48,85,226,14,dune_dex_trades
585,0x6bf97afe2d2c790999cded2a8523009eb8a0823f,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,48.3,2.03,179,4034,66707068.6,16536.21,179,36,5,dune_dex_trades
586,0xa67d7eb4dc68fa6ce8e34ef8cadaf075b9893fbb,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,45.5,2.19,175,2652,8113604.9,3059.43,175,20,5,dune_dex_trades
587,0xe3d02206d81bb49e9ebbcf1eefde922eb0edf198,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,66.3,1.35,120,2116,20305518.52,9596.18,114,91,5,dune_dex_trades
588,0x5cb7c577300277f6ddc4e686a12823a1de6d26fa,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,53.8,2.56,178,739,8151123.18,11029.94,165,14,5,dune_dex_trades
589,0x563ba818c73c1e26403a12a0fb41c6ed31cb8dd5,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,100,,93,323,263342.12,815.3,53,5,5,dune_dex_trades
590,0xa40f07dd693e4c85d931271c7a08c81b0aaef8da,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,50,3.68,141,60,86593.36,1443.22,24,7,2,dune_dex_trades
591,0xfa1a94ae136880002ff4b4665ab4e7498973332f,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,75,2.72,163,52,50228.85,965.94,21,13,4,dune_dex_trades
592,0xecad6a588e8b9fbfddc0db79b9886ee2f8e8048f,Dune DEX Trader #0,73.0,DEX Trader,Active Trader,66.7,2.88,107,39,1003722.54,25736.48,20,6,5,dune_dex_trades
593,0xd437f3372f3add2c2bc3245e6bd6f9c202e61bb3,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,66.7,1.28,131,111757,263013685.42,2353.44,127,3,1,dune_dex_trades
594,0x69674867cc3ff1826994be126b6e700c054d5c6d,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,57.1,1.57,178,1349,43957975.44,32585.6,108,7,9,dune_dex_trades
595,0x013a7ec07708e6b3751d797eec7fa6ffc580fe32,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,66.7,1.4,96,937,41759621.46,44567.37,88,3,3,dune_dex_trades
596,0x1efcd7c5f09a20201ef603bb0e7402ba05f1a1e2,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,66.7,1.91,178,439,13052447.86,29732.23,110,3,1,dune_dex_trades
597,0x45b9183749d4abf638f389c92bb0a604005c83eb,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,75,1.88,151,242,514771.04,2127.15,90,9,2,dune_dex_trades
598,0xe6baa323545bd92a5db289f5368a5edeec059b52,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,33.3,6.58,178,171,3804408.02,22248,67,3,4,dune_dex_trades
599,0x46f2ddf1241729af7648da98e47891bb9fbe54e4,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,100,,175,39,82244.15,2108.82,22,12,6,dune_dex_trades
600,0x3cefc56df8ac45f2efb1c44ccf2b17551723fb30,Dune DEX Trader #0,72.9,DEX Trader,Active Trader,66.7,3.22,113,30,77606.58,2586.89,24,3,3,dune_dex_trades
601,0xada5bb90d0de0bd1b6f3938708f49295a8d1f7cb,Dune DEX Trader #0,72.8,DEX Trader,Active Trader,45.5,2.15,174,2645,6830885.12,2582.57,175,21,5,dune_dex_trades
602,0x53816c4b4678942935e9fe32ca37dd3a8b67089b,Dune DEX Trader #0,72.8,DEX Trader,Active Trader,58.9,1.64,123,2598,23102522.89,8892.43,122,100,5,dune_dex_trades
603,0x277c7cb41d48d090264539bdcd552eda7f419c2b,Dune DEX Trader #0,72.8,DEX Trader,Active Trader,66.7,1.96,145,497,669496.98,1347.08,120,4,4,dune_dex_trades
604,0xe033080a0486898af493fd8430ef33aa64c417b5,Dune DEX Trader #0,72.8,DEX Trader,Active Trader,50,3.29,154,195,423445.83,2171.52,62,16,3,dune_dex_trades
605,0x4c37df21f091310046f456121a4abea64a3526b3,Dune DEX Trader #0,72.8,DEX Trader,Active Trader,50,4.27,102,90,308662.22,3429.58,48,5,4,dune_dex_trades
606,0x993ec6ec76853d332d45f084b1f5054bae709f9c,Dune DEX Trader #0,72.8,DEX Trader,Active Trader,66.7,2.55,154,77,89922.69,1167.83,37,37,1,dune_dex_trades
607,0xcb2ed83402408d32441bfaef2167393f31e8574c,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,46.2,2.09,179,1723,12845277.48,7455.18,156,35,3,dune_dex_trades
608,0x1fdd2c6600312df1e1ce1f1ff4cabe504a09c352,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,71.4,1.6,177,526,4960792.86,9431.17,125,8,1,dune_dex_trades
609,0x28d79c63867a31a753e87d024e9755c3b2cf63f0,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,60,2.7,168,258,542646.25,2103.28,99,10,2,dune_dex_trades
610,0x65fb9db5fc926eb22ac5ae86e74242e0df44718c,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,50,3.13,176,241,649055.69,2693.18,75,10,2,dune_dex_trades
611,0x7243e7cdf7187c2c0fc9474f2e1178bd4071e702,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,71.4,1.75,168,144,261908.95,1818.81,40,20,1,dune_dex_trades
612,0x776d36eee35fe3dc5341fc55d1d3666553286231,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,80,1.42,151,98,855217.17,8726.71,28,5,6,dune_dex_trades
613,0xe1e61606e8b81200ee310eee52af36c35278d7e0,Dune DEX Trader #0,72.7,DEX Trader,Active Trader,75,2.44,116,38,49067.28,1291.24,25,5,5,dune_dex_trades
614,0xfaacd79182704b637992b842dd926402cd6335db,Dune DEX Trader #0,72.6,DEX Trader,Active Trader,66.7,1.73,179,636,16774533.08,26375.05,137,14,5,dune_dex_trades
615,0x9159d43344265d1041b7816fd2523101940a395a,Dune DEX Trader #0,72.6,DEX Trader,Active Trader,33.3,4.35,108,289,191751.72,663.5,29,3,1,dune_dex_trades
616,0xd383165100047d9b3691eebcbb490f481f6ada2c,Dune DEX Trader #0,72.6,DEX Trader,Active Trader,75,1.93,168,182,17926422.15,98496.82,36,4,3,dune_dex_trades
617,0x02f5e3e7aad007ef4718fdf542ed646934f95f06,Dune DEX Trader #0,72.6,DEX Trader,Active Trader,75,2.14,114,78,176972.17,2268.87,36,12,3,dune_dex_trades
618,0x365084b05fa7d5028346bd21d842ed0601bab5b8,Dune DEX Trader #0,72.5,DEX Trader,Active Trader,59.9,1.38,179,152484,2625703662.21,17219.54,181,209,15,dune_dex_trades
619,0x14ec6e640878f08108869fb380e76afad67b9e3a,Dune DEX Trader #0,72.5,DEX Trader,Active Trader,53.8,1.67,175,2362,34156700.69,14460.92,53,16,5,dune_dex_trades
620,0x3b6aee126473ecf13b83b530a518a649eae95644,Dune DEX Trader #0,72.5,DEX Trader,Active Trader,50,2.03,124,1156,53813598.24,46551.56,115,13,4,dune_dex_trades
621,0xc7e68d0dac3d32f284a42f062551b4f15b2615f3,Dune DEX Trader #0,72.5,DEX Trader,Active Trader,60,2.73,151,254,418151.98,1646.27,98,10,2,dune_dex_trades
622,0x708eb89969fefdcb848c747cba49bfbe85476fb9,Dune DEX Trader #0,72.5,DEX Trader,Active Trader,66.7,2.42,179,153,1719483.23,11238.45,76,4,2,dune_dex_trades
623,0x4bfe8884e6e2503bf21ef2f3dadae5adca89f770,Dune DEX Trader #0,72.5,DEX Trader,Active Trader,83.3,1.76,118,58,180323.19,3109.02,30,12,3,dune_dex_trades
624,0xef482680be137edba1f6fea4516d314282318819,Dune DEX Trader #0,72.4,DEX Trader,Active Trader,50,1.83,178,891,15807720.31,17741.55,59,16,2,dune_dex_trades
625,0x6d993f3035a343bf10109c61266c5fc4d37a714d,Dune DEX Trader #0,72.4,DEX Trader,Active Trader,61.5,1.9,177,569,6236432,10960.34,114,13,1,dune_dex_trades
626,0x8c466af51630e45628af2587a4566e69391cc3e1,Dune DEX Trader #0,72.4,DEX Trader,Active Trader,100,,105,45,57478.2,1277.29,20,16,3,dune_dex_trades
627,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,Dune DEX Trader #0,72.3,DEX Trader,Active Trader,46.2,2.01,178,12776,86216104.08,6748.29,178,386,10,dune_dex_trades
628,0xe8e80b3f3f4a78c555c8bae80cb44d92eb9fcb3c,Dune DEX Trader #0,72.3,DEX Trader,Active Trader,50,2.73,178,593,12248794.99,20655.64,142,17,3,dune_dex_trades
629,0xd460f9384f5328cf93df6970cdbfe392be03d006,Dune DEX Trader #0,72.3,DEX Trader,Active Trader,70,2.08,175,157,3201703.01,20393.01,67,29,7,dune_dex_trades
630,0x991157c7b5a810347b7eff9b33a9155ac7fa0629,Dune DEX Trader #0,72.3,DEX Trader,Active Trader,40,4.83,162,66,492121.11,7456.38,40,5,2,dune_dex_trades
631,0x1bfae4e0d74ebf9262aabb6e391f36e3498966fc,Dune DEX Trader #0,72.3,DEX Trader,Active Trader,75,2.47,105,55,60859.38,1106.53,39,6,3,dune_dex_trades
632,0x191ff6b76e12d6ca035e74cb2394ac566435ed02,Dune DEX Trader #0,72.3,DEX Trader,Active Trader,100,,174,41,164028.33,4000.69,27,5,4,dune_dex_trades
633,0x8392876883cf0e9e7ee24d9b1f606ed88644f23b,Dune DEX Trader #0,72.2,DEX Trader,Active Trader,44.7,2.08,175,2170,12083925.58,5568.63,170,210,10,dune_dex_trades
634,0x7225d8708b78772f7ccadc6df264c42b2b96c35a,Dune DEX Trader #0,72.2,DEX Trader,Active Trader,61.5,1.89,178,656,16461034.36,25093.04,136,16,5,dune_dex_trades
635,0x0dd47f2f6d7933b0ba61c70a26d0a826a01b186d,Dune DEX Trader #0,72.2,DEX Trader,Active Trader,60,2.82,126,62,186024.05,3000.39,25,6,4,dune_dex_trades
636,0x10a6f67410f0a8a854d7c63784b7f8dae8dc4d17,Dune DEX Trader #0,72.2,DEX Trader,Active Trader,66.7,2.79,151,34,54471.92,1602.12,25,7,4,dune_dex_trades
637,0x1d425d5c3fe77f5f91f5582f2a98d4a94cb0549b,Dune DEX Trader #0,72.1,DEX Trader,Active Trader,64.7,1.13,179,4847,18436696.13,3803.73,181,20,5,dune_dex_trades
638,0x5f1c5951c5b1cc112ba9e89b9467edca33063453,Dune DEX Trader #0,72.1,DEX Trader,Active Trader,75,0.91,117,1285,1748201.72,1360.47,93,157,4,dune_dex_trades
639,0x1516d77a5c6cab96fed0d90570a0712a94a55564,Dune DEX Trader #0,72.1,DEX Trader,Active Trader,60,2.52,98,98,137839.7,1406.53,26,15,2,dune_dex_trades
640,0xcd9f91a80bdd50a4ca580f3b76b470efa8515095,Dune DEX Trader #0,72.1,DEX Trader,Active Trader,50,3.33,164,68,1779534.22,26169.62,27,5,5,dune_dex_trades
641,0xd10d0a1494a6699a2f3609befdfd79bf9d8bb227,Dune DEX Trader #0,72.1,DEX Trader,Active Trader,40,4.52,138,59,177127.61,3002.16,27,8,5,dune_dex_trades
642,0x95480d3f27658e73b2785d30beb0c847d78294c7,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,48.3,1.84,179,15034,189628202.66,12613.29,179,36,5,dune_dex_trades
643,0xad465883ce5893f41ca5f0625c9278fd35cfe445,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,74,0.92,122,2440,23684456.33,9706.74,115,105,5,dune_dex_trades
644,0xd969f14a8ea597c5ca6f583e3cfe203636e18bb1,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,47.8,2.01,179,1190,6022350.95,5060.8,137,35,3,dune_dex_trades
645,0xf325989cf4ee110fadd25d4967f28c17b5b90c4f,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,60,2.55,151,259,505469.58,1951.62,94,9,2,dune_dex_trades
646,0x726bd69a5b7da22f237df73cc1183b422be0dcf5,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,36.4,5.73,119,125,202739.81,1621.92,57,15,3,dune_dex_trades
647,0x28aa4f9ffe21365473b64c161b566c3cdead0108,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,100,,109,40,70754.54,1768.86,20,5,4,dune_dex_trades
648,0x6d5360b60ba4912dc1336d0973d81e54cfe4b1b1,Dune DEX Trader #0,72.0,DEX Trader,Active Trader,66.7,2.71,151,30,35435.14,1181.17,21,7,5,dune_dex_trades
649,0xd9af4455b56f8c703b63392f25a66e083b26c379,Dune DEX Trader #0,71.9,DEX Trader,Active Trader,33.3,8.24,169,184,1010540.53,5492.07,88,10,5,dune_dex_trades
650,0x2ecd8f51fa432415fe8f385b8b369f13eff16fcb,Dune DEX Trader #0,71.9,DEX Trader,Active Trader,94.3,0.95,177,128,327499.79,2558.59,55,35,2,dune_dex_trades
651,0x514161e8c5b1901353ee150b600055f417921a9f,Dune DEX Trader #0,71.9,DEX Trader,Active Trader,62.5,2.69,160,104,358461.58,3446.75,55,9,2,dune_dex_trades
652,0x5ff4dca8698dbce6d39f729a5a15a66b8b3a11e3,Dune DEX Trader #0,71.9,DEX Trader,Active Trader,75,2.03,174,52,162144.61,3118.17,33,6,5,dune_dex_trades
653,0xf104b897db07722760997d2556325b9a6199a679,Dune DEX Trader #0,71.9,DEX Trader,Active Trader,66.7,2.44,150,43,208453.08,4847.75,22,4,7,dune_dex_trades
654,0x00000027f490acee7f11ab5fdd47209d6422c5a7,Dune DEX Trader #0,71.8,DEX Trader,Active Trader,57.8,1.38,179,5188,22480877.92,4333.25,181,95,3,dune_dex_trades
655,0xa77aec8a02982011390cdc5a33a328cb2effcb93,Dune DEX Trader #0,71.8,DEX Trader,Active Trader,46.3,1.92,175,1521,6417771.47,4219.44,136,82,7,dune_dex_trades
656,0x00000000f93f6960b7678068a49bce0379e35c55,Dune DEX Trader #0,71.8,DEX Trader,Active Trader,75.4,1.06,135,406,1020644.48,2513.9,59,65,4,dune_dex_trades
657,0x07ca54b301deca9c8bc9af4e4cd6a87531018031,Dune DEX Trader #0,71.8,DEX Trader,Active Trader,66.7,2.2,137,245,942445.6,3846.72,92,10,3,dune_dex_trades
658,0x5a2a784477a15878a97c13ac6eefafb640f262f6,Dune DEX Trader #0,71.8,DEX Trader,Active Trader,50,2.95,150,207,281528.93,1360.04,60,7,1,dune_dex_trades
659,0xbee0330ead7ec2a81da3a34c05a1ba86a0c95012,Dune DEX Trader #0,71.7,DEX Trader,Active Trader,59.3,1.3,177,4593,15230849.27,3316.1,164,35,4,dune_dex_trades
