rank,address,copy_trading_score,win_rate_pct,profit_factor,track_record_days,max_drawdown_pct,avg_trade_duration_hrs,total_trades,active_days,trades_per_day,avg_trade_usd,total_volume_usd,tokens_traded,dex_count,first_trade,last_trade,wallet_type,source,tags
333,0xb54470b356be59e6c90ed9f4e42fcfeb5c8840a1,67.3,80,3.88,161,,,105,26,4.04,1442.84,151498.36,39,4,2025-12-25 02:09:59.000 UTC,2026-06-04 12:03:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
334,0x1612ba11dc7df706b20cd1f10485a401510b733d,67.3,66.7,3.19,137,,,243,94,2.59,3738.07,908350.69,13,3,2025-12-12 05:09:59.000 UTC,2026-04-28 08:54:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
335,0x67c9cc4af1bd9ec25d004d5c94d360009fab163c,67.3,38.9,2.68,179,,,3359,180,18.66,11693.76,39279329.87,20,5,2025-12-11 20:08:11.000 UTC,2026-06-09 15:01:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
336,0x912f5940eb434a7634193057bb42f1fcf6ce2656,67.2,66.7,2.62,159,,,313,95,3.29,3571.48,1117872.8,3,1,2025-12-31 22:47:47.000 UTC,2026-06-09 11:45:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
337,0x4acb6c4321253548a7d4bb9c84032cc4ee04bfd7,67.2,50,3.33,175,,,151,125,1.21,1234.26,186373.6,6,6,2025-12-14 05:32:47.000 UTC,2026-06-08 04:36:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
338,0x92b6a2aee6c748ad196fbfd449f87c9b2aa2e519,67.1,66.7,4.59,168,,,292,48,6.08,4221.98,1232818.9,7,1,2025-12-22 14:58:23.000 UTC,2026-06-08 15:50:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
339,0x671f686f47407ab360b0d97c88245a99b11f2ed3,67.1,75,2.82,129,,,753,80,9.41,6018.54,4531961,4,3,2026-01-29 18:31:59.000 UTC,2026-06-07 23:49:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
340,0xfd0a16fbb2626208bb48b1ed458627b914e41f07,67.1,60,7.82,170,,,68,27,2.52,17409.8,1183866.55,5,5,2025-12-12 15:56:11.000 UTC,2026-06-01 14:24:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
341,0x9572561ebe198566bba3b4e7c53f82ac27587431,67.1,66.7,2.64,170,,,178,86,2.07,9560.63,1701792.69,13,5,2025-12-17 17:07:59.000 UTC,2026-06-06 16:14:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
342,0xacff499f020aa289d403ad86622b849a22d5dd0e,67.1,69.2,0.95,155,,,2493,141,17.68,1964.92,4898551.22,177,2,2026-01-03 13:07:59.000 UTC,2026-06-08 01:13:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
343,0xcdd37ada79f589c15bd4f8fd2083dc88e34a2af2,67.1,45.5,2.26,179,,,908,165,5.5,8153.97,7403806.76,17,4,2025-12-11 21:06:47.000 UTC,2026-06-09 11:24:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
344,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,67.1,52.1,1.23,179,,,5928,181,32.75,19823.72,117514986.75,187,10,2025-12-11 18:06:23.000 UTC,2026-06-09 14:26:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
345,0x3af24b14590917bf0d07b03bf1114cec3b69ae94,67.1,57.9,0.81,179,,,2795,180,15.53,8832.52,24686907.23,25,3,2025-12-11 20:48:47.000 UTC,2026-06-09 17:04:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
346,0x8d8d5b393d7fabdd28bff2fa8912921641364fed,67.0,63.2,5.82,127,,,1142,69,16.55,3893.55,4446433,34,3,2026-02-02 03:51:23.000 UTC,2026-06-09 16:37:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
347,0x0a5e1db3671faccd146404925bda5c59929f66c3,67.0,83.3,6.14,157,,,32,25,1.28,58779.48,1880943.37,7,5,2025-12-31 02:55:47.000 UTC,2026-06-06 05:52:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
348,0xae11326b304410837e6499cb40e81d2f69f58e5b,67.0,80,2.62,177,,,89,33,2.7,1653.26,147140.26,5,5,2025-12-13 16:44:59.000 UTC,2026-06-09 16:26:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
349,0x3328d6119501cb5db268befc394c6975a16444bc,67.0,55.4,1.11,179,,,2010,171,11.75,46503.22,93471464.04,134,8,2025-12-11 20:25:11.000 UTC,2026-06-09 02:24:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
350,0xf3cb43f19c668e34173d4bb59e551a2c6e37d778,67.0,62.5,1.63,179,,,246,124,1.98,1789,440093.69,11,1,2025-12-11 20:13:11.000 UTC,2026-06-09 14:47:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
351,0xe5ae5aac9a19ec43abdd161e95640a1cc12ae348,66.9,75,5.37,150,,,41,25,1.64,2036.43,83493.83,5,5,2026-01-03 19:08:47.000 UTC,2026-06-03 06:01:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
352,0xee608a97b040c341c85afad3e1dd69251eb87035,66.9,60,2.6,176,,,580,104,5.58,2499.58,1449759.22,12,3,2025-12-11 19:18:35.000 UTC,2026-06-06 16:27:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
353,0x45b9183749d4abf638f389c92bb0a604005c83eb,66.9,75,1.88,151,,,242,90,2.69,2127.15,514771.04,9,2,2026-01-07 18:25:35.000 UTC,2026-06-07 22:14:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
354,0x2eda4dbc08dced52293e61395c6d181e85c98469,66.8,66.7,3.24,157,,,5605,78,71.86,2393.17,13413724.4,6,3,2025-12-24 09:53:11.000 UTC,2026-05-30 12:12:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
355,0xbca53208f4b68ebe49b02ddc9dee2ced3cba37ff,66.8,60,7.02,151,,,80,50,1.6,1187.35,94988.15,6,4,2025-12-28 18:45:47.000 UTC,2026-05-29 16:12:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
356,0xe20446cccbfd5f9038e747f1dea8016ecbd94ae5,66.8,66.7,2.77,154,,,369,90,4.1,2665.98,983747.13,7,4,2026-01-04 22:14:59.000 UTC,2026-06-08 19:11:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
357,0xcf9997ff3178ee54270735fdc00d4a26730787e0,66.8,67.8,0.91,179,,,2011,134,15.01,7412.53,14906598.78,64,5,2025-12-11 20:11:35.000 UTC,2026-06-08 23:50:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
358,0x555ce236c0220695b68341bc48c68d52210cc35b,66.8,52.9,1.09,179,,,16512,181,91.23,6567.6,108444184.32,21,5,2025-12-11 18:13:23.000 UTC,2026-06-09 16:24:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
359,0x4de4fccc14eab1d69890a49471a9d57b96dd725f,66.8,56.1,0.95,179,,,12306,174,70.72,4441.15,54652775.2,123,3,2025-12-11 19:40:11.000 UTC,2026-06-09 15:56:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
360,0xbc3a058d1c919f6b1f48e8846246d04d467902c8,66.7,66.7,4.71,171,,,46,39,1.18,13008.1,598372.53,6,4,2025-12-18 05:21:35.000 UTC,2026-06-07 14:33:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
361,0xd80402321fbcfde16b2936d4c8f42303f5ba94ff,66.7,59.2,2.5,123,,,3433,124,27.69,10976.3,37681647.98,107,5,2026-02-06 14:35:59.000 UTC,2026-06-09 17:17:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
362,0xf07c073ce70838a7987efae5f0350e111dca8a5c,66.7,50,3.53,176,,,674,114,5.91,7185.11,4842764.18,5,2,2025-12-15 01:20:23.000 UTC,2026-06-09 16:50:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
363,0x8392876883cf0e9e7ee24d9b1f606ed88644f23b,66.7,44.7,2.08,175,,,2170,170,12.76,5568.63,12083925.58,210,10,2025-12-15 21:15:23.000 UTC,2026-06-09 06:40:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
364,0xe5350e927b904fdb4d2af55c566e269bb3df1941,66.6,66.7,3.69,170,,,170,57,2.98,13549.12,2303351.11,10,6,2025-12-20 15:39:11.000 UTC,2026-06-09 01:01:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
365,0x4d8d787aed355ae9f9b0cc4939f077605df2290f,66.6,62.5,1.22,178,,,707,137,5.16,1536.47,1086281.06,9,5,2025-12-12 21:21:35.000 UTC,2026-06-09 11:58:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
366,0x4337019d937ebcbd73dd750072d86c1ce664b350,66.6,71.4,1.28,171,,,274,107,2.56,12683.12,3475176.21,8,5,2025-12-15 21:54:23.000 UTC,2026-06-05 19:21:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
367,0x81dde1be69f32e25a3727351a4d12569310a2fe7,66.5,66.7,10.21,129,,,46,20,2.3,3771.47,173487.63,4,1,2026-01-29 04:48:35.000 UTC,2026-06-08 02:23:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
368,0xbd7695989d5f0c15f3567f97e7269045c9c147f9,66.5,62.5,2.85,132,,,1967,106,18.56,1069.86,2104407.01,8,5,2026-01-27 14:28:59.000 UTC,2026-06-09 14:06:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
369,0x1729194c39ea75efe220d587836a8761dc58b431,66.5,71.4,3.56,153,,,175,57,3.07,1932.19,338132.65,10,5,2025-12-11 19:01:35.000 UTC,2026-05-14 01:49:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
370,0x6d993f3035a343bf10109c61266c5fc4d37a714d,66.5,61.5,1.9,177,,,569,114,4.99,10960.34,6236432,13,1,2025-12-12 00:44:11.000 UTC,2026-06-07 11:38:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
371,0x00000000003b3cc22af3ae1eac0440bcee416b40,66.5,95.2,0.56,176,,,232,56,4.14,30532.33,7083499.8,46,4,2025-12-11 18:29:47.000 UTC,2026-06-06 02:57:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
372,0x70bf6634ee8cb27d04478f184b9b8bb13e5f4710,66.5,61,1.7,179,,,2743,169,16.23,50923.89,139684240.11,100,7,2025-12-11 22:25:23.000 UTC,2026-06-09 14:52:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
373,0x30a1b724c9dfe2e12a19ed84878312d199d1519e,66.5,45.3,1.69,179,,,16023,178,90.02,5158.69,82657700.86,72,3,2025-12-11 18:44:23.000 UTC,2026-06-09 17:04:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
374,0xdb3812cd8d20f27888677ddc97df1241850f8c48,66.5,62.5,0.98,178,,,838,147,5.7,1036.92,868942.96,10,5,2025-12-12 00:24:11.000 UTC,2026-06-08 10:52:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
375,0xa4a81b6915ff619b667154ba9bc462342afbd7ce,66.5,60,0.63,179,,,3931,174,22.59,2103.88,8270349.24,80,6,2025-12-12 00:05:59.000 UTC,2026-06-09 04:34:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
376,0xe8dc47a01abadd39c2f322f1452e4e0eee70daa6,66.4,66.7,6.28,152,,,124,32,3.88,12624.06,1565382.96,7,1,2026-01-05 18:16:59.000 UTC,2026-06-07 17:16:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
377,0x289c204b35859bfb924b9c0759a4fe80f610671c,66.4,75,6.64,175,,,246,55,4.47,111927.75,27534226.41,7,5,2025-12-15 17:05:35.000 UTC,2026-06-09 16:48:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
378,0x6a1f278608f76f25ccca7c5fb622bbc56fe4ad05,66.4,75,7.22,128,,,36,20,1.8,1628,58607.99,4,1,2025-12-29 02:18:11.000 UTC,2026-05-06 11:31:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
379,0xf2ff84d45783bd64913903516fa44b419f266998,66.4,66.7,1.7,177,,,706,101,6.99,30277.99,21376260.7,11,5,2025-12-12 03:21:35.000 UTC,2026-06-07 09:14:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
380,0x708eb89969fefdcb848c747cba49bfbe85476fb9,66.4,66.7,2.42,179,,,153,76,2.01,11238.45,1719483.23,4,2,2025-12-11 23:51:59.000 UTC,2026-06-09 16:20:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
381,0xb42f812a44c22cc6b861478900401ee759ebead6,66.4,83.3,1.45,165,,,104,63,1.65,8130.96,845620.25,7,5,2025-12-22 06:46:59.000 UTC,2026-06-05 16:08:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
382,0xfb3c9335a862505bace3d3e9c6be37a15647248f,66.4,62.5,1.12,178,,,746,139,5.37,1627.76,1214305.84,11,5,2025-12-12 18:47:11.000 UTC,2026-06-08 22:03:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
383,0x36331e299247e5d0d3261e1d9852f6e0cffee95c,66.3,57,0.7,179,,,16452,181,90.9,23889.68,393033011.54,368,15,2025-12-11 19:28:11.000 UTC,2026-06-09 15:48:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
384,0x49a24447d2ff29e0f6543fe08f57c24dd9d57664,66.2,75,5.16,128,,,72,39,1.85,2175.84,156660.56,6,3,2025-12-11 22:27:47.000 UTC,2026-04-19 05:29:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
385,0x320a6658bc2b6730af80353b147dd78aa302f712,66.2,92.9,1.28,100,,,794,70,11.34,3006.19,2386918.33,14,3,2025-12-12 15:39:23.000 UTC,2026-03-23 15:27:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
386,0xef586a266036c3d25591ffc4470d82ab8dd14ff9,66.2,57.1,7.67,127,,,166,61,2.72,4337.9,720092.11,9,5,2025-12-15 05:06:35.000 UTC,2026-04-21 05:06:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
387,0x226d1e21c8316da2684ef74c3192fbdfe9f373ea,66.2,50,5.17,152,,,245,95,2.58,1734.34,424914.12,11,2,2026-01-07 20:10:11.000 UTC,2026-06-09 16:57:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
388,0x28d79c63867a31a753e87d024e9755c3b2cf63f0,66.2,60,2.7,168,,,258,99,2.61,2103.28,542646.25,10,2,2025-12-23 06:19:11.000 UTC,2026-06-09 16:38:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
389,0x021130479e51b266bd51a11e9cbf47b686a5c1c1,66.2,65.7,0.9,179,,,5662,135,41.94,5605.78,31739953.95,74,6,2025-12-11 19:37:23.000 UTC,2026-06-09 17:17:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
390,0xd1ee705d774d59541d3d395e72a16e48389df7c7,66.2,60.9,0.44,179,,,1578,180,8.77,5247.25,8280153.66,31,1,2025-12-11 18:47:23.000 UTC,2026-06-09 16:53:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
391,0xe27baebd7b14602de3797974db9f5f4f8dcb6679,66.1,25.6,218.98,173,,,229,48,4.77,3581.29,820116.26,45,7,2025-12-12 15:54:59.000 UTC,2026-06-03 19:02:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
392,0x25bba698c13485cb5d532421c907c448a3ceee8c,66.1,76.1,0.97,122,,,2149,115,18.69,9022.37,19389077.28,95,5,2026-02-06 20:51:35.000 UTC,2026-06-09 04:19:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
393,0xcb2ed83402408d32441bfaef2167393f31e8574c,66.1,46.2,2.09,179,,,1723,156,11.04,7455.18,12845277.48,35,3,2025-12-11 21:33:59.000 UTC,2026-06-09 15:22:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
394,0x834d10cef4e5a75d3edddcbb1c5a94f8094e5713,66.1,56.3,1.24,179,,,2785,151,18.44,1471.78,4098901.94,19,3,2025-12-11 18:33:35.000 UTC,2026-06-09 16:19:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
395,0x2d0e59ab7690130f28742b796857ce516655d0cc,66.1,62.5,1.18,176,,,454,134,3.39,17227.06,7821086,18,3,2025-12-15 01:33:47.000 UTC,2026-06-09 11:55:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
396,0x8862e2121072422b673463932fe5aafaea08ec0d,66.0,57.1,6.06,118,,,242,76,3.18,1119.29,270866.98,8,5,2025-12-11 18:22:11.000 UTC,2026-04-09 13:45:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
397,0x748fed8b501b5a96f75299da59e4ee435b2f7b7d,66.0,60,5.88,155,,,101,51,1.98,1737.93,175531.29,18,1,2025-12-29 20:59:35.000 UTC,2026-06-02 23:33:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
398,0x0000000000007a8d56014359bf3e98f18b7773f9,66.0,48.2,1.41,179,,,16280,172,94.65,1544.42,25143182.21,135,9,2025-12-11 18:43:23.000 UTC,2026-06-09 16:49:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
399,0xe7e71aeaee573b0315859a7845c6349ca4365917,66.0,28.6,17.12,156,,,103,66,1.56,8186.02,843160.24,10,2,2025-12-29 19:58:35.000 UTC,2026-06-04 10:17:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
400,0xdd3d72c53ff982ff59853da71158bf1538b3ceee,66.0,55.6,0.87,179,,,1947,170,11.45,4359.66,8488254.62,75,1,2025-12-11 23:57:35.000 UTC,2026-06-09 13:11:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
401,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,65.8,75,3.2,172,,,71,28,2.54,4677.98,332136.88,4,1,2025-12-15 09:22:59.000 UTC,2026-06-06 07:11:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
402,0x4065dba3e92d0edb20937c9d4b8729f9a0f58374,65.8,60,3.11,174,,,525,80,6.56,1739.55,913262.57,24,3,2025-12-11 22:27:35.000 UTC,2026-06-04 02:04:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
403,0x501341f595ae91041a39400cbfde29fb6b744f52,65.8,75,3.11,171,,,48,31,1.55,46720.64,2242590.86,6,3,2025-12-17 16:46:47.000 UTC,2026-06-07 07:27:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
404,0xcaca6b1e62809a83362bcb274a8a74f3bede86e4,65.8,40,8.02,152,,,246,90,2.73,1923,473057.79,10,2,2026-01-07 15:39:23.000 UTC,2026-06-08 23:32:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
405,0x55f59c7874bb197a43094505ea4dd04c24dbfc25,65.8,50,3.54,179,,,281,101,2.78,4421.16,1242346.26,11,3,2025-12-11 20:24:47.000 UTC,2026-06-09 01:23:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
406,0x932cd8852df6f82de722a3bb59f4215af4497ae5,65.8,42.9,1.79,178,,,11811,175,67.49,2253,26610198.41,7,5,2025-12-12 01:10:11.000 UTC,2026-06-08 15:08:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
407,0xbb0611fde3e968d138eb3e9e386d8103c4730001,65.8,60,0.74,179,,,2990,160,18.69,29129.37,87096828.32,16,5,2025-12-11 19:33:35.000 UTC,2026-06-09 17:16:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
408,0xa462d9acaccb141ce7f17213b95198fe248c27a1,65.7,87,0.84,122,,,5762,123,46.85,52010.03,299681783.92,361,8,2026-02-06 22:39:11.000 UTC,2026-06-09 15:01:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
409,0xcfd8aa4314bb9a0da2f3c806b23b54e811b98310,65.7,58.3,1.29,179,,,591,138,4.28,28335.85,16746488.25,13,5,2025-12-12 14:29:59.000 UTC,2026-06-09 14:57:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
410,0x00000000000ba9cd9f5175108141a82b6c24d727,65.7,78,0.34,178,,,603,120,5.03,11289.83,6807767.14,56,3,2025-12-12 17:34:59.000 UTC,2026-06-09 16:39:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
411,0xdf81987465681d0515058fe0a47a3bd174012730,65.6,60,5.84,171,,,494,32,15.44,21804.8,10771570.6,8,4,2025-12-19 17:44:47.000 UTC,2026-06-09 16:53:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
412,0x1f2a2c9f26a8438a20fc14b2401a84584349014f,65.6,66.7,4.01,157,,,92,51,1.8,1458.94,134222.64,47,1,2026-01-02 20:10:47.000 UTC,2026-06-09 15:09:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
413,0xe96e48a20c1d92a9e25aa1938f8409791000000e,65.6,58.3,2.21,179,,,827,103,8.03,2738.98,2265137.58,13,2,2025-12-11 19:22:35.000 UTC,2026-06-08 20:28:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
414,0xf5fa2040bb64eba2c93a6acf2326e44d1fed8ba4,65.6,69.2,2.66,163,,,186,66,2.82,1110.05,206469.59,78,3,2025-12-27 16:02:23.000 UTC,2026-06-08 19:34:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
415,0x3e9ba86f0ec034457eb9e0061ae13d29d8a40b12,65.6,60,1.32,179,,,11376,177,64.27,882.29,10036887.2,208,4,2025-12-11 18:18:59.000 UTC,2026-06-09 16:39:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
416,0x5c8e47d95714c0dd48c7b0c91b0228ccd3dfbfbe,65.6,57.1,0.55,179,,,3708,181,20.49,10677.31,39591476.77,26,3,2025-12-11 18:13:23.000 UTC,2026-06-09 17:04:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
417,0xe4375f39b2aa4bcffed167a35cea2fe33cf3855e,65.5,66.7,2.44,109,,,816,96,8.5,2204.49,1798867.25,7,4,2026-02-19 16:06:35.000 UTC,2026-06-08 20:29:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
418,0xbee8115e08c4b0e407c66de214546624bf933504,65.5,50,3.44,178,,,371,101,3.67,23257.7,8628605,12,5,2025-12-12 11:09:47.000 UTC,2026-06-08 19:29:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
419,0xe5443bae624ec1147ac210d1684146e034e407b4,65.5,80,1.39,166,,,115,65,1.77,4413.32,507532.1,6,2,2025-12-25 00:13:35.000 UTC,2026-06-09 12:25:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
420,0x4f54f1e99a608df27151b549e49e7b17fd6801a6,65.5,59.4,0.92,179,,,1215,148,8.21,1832.66,2226684.99,37,2,2025-12-11 20:42:47.000 UTC,2026-06-09 15:55:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
421,0xd2adf24253056d45731a8561749fc9b2ffa4fe19,65.4,52,4.59,96,,,9375,98,95.66,11627.01,109003231.04,33,4,2025-12-11 18:15:35.000 UTC,2026-03-18 08:18:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
422,0xadacdd97b78c62d3bc261d9aa996f6349ebdbecb,65.4,69.6,2.25,122,,,2095,92,22.77,2935.88,6150668.43,59,4,2025-12-25 16:18:47.000 UTC,2026-04-27 09:06:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
423,0x6134f87adc6604eb9a4cca67f3353c2af01f552d,65.4,75,2.63,118,,,351,72,4.88,3234.94,1135463.71,4,1,2026-01-12 19:12:47.000 UTC,2026-05-10 23:21:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
424,0x0ea8affcc3335881389175ce6869207007f744b7,65.4,66.7,2.62,177,,,124,61,2.03,14368.33,1781672.35,12,4,2025-12-14 00:10:11.000 UTC,2026-06-09 17:12:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
425,0xd460f9384f5328cf93df6970cdbfe392be03d006,65.4,70,2.08,175,,,157,67,2.34,20393.01,3201703.01,29,7,2025-12-11 21:30:23.000 UTC,2026-06-05 06:03:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
426,0xbee12bd9a3b777b29fecf6097f18aec13db6e013,65.4,55,1.37,179,,,4392,142,30.93,3019.62,13262185.52,29,4,2025-12-11 21:33:47.000 UTC,2026-06-09 17:14:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
427,0xd3ff34fbe635e294eb29810a9edbef0bbae52a63,65.4,52.4,0.86,179,,,6081,175,34.75,20237.37,123063416.75,27,5,2025-12-11 21:50:35.000 UTC,2026-06-09 00:43:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
